age,income,gender_male,education,race_Non-Hispanic Asian,race_Non-Hispanic Black,race_Non-Hispanic White,race_Other Hispanic,race_Other Race,marital_status_Never married,marital_status_Widowed/Divorced/Separated,num_meals_not_home,num_meals_fast_food,num_ready_foods_30_days,num_frozen_foods_30_days,num_home_cook
0.9862768288615988,0.2409589920474674,1,0.25,0,0,1,0,0,1,0,0.008586626498373514,0.05053398838682951,0.04394565710641391,0.009974692323300711,0.8869590356850824
0.8733919458206546,0.7958143973407352,0,0.75,1,0,0,0,0,1,0,0.08664195886040355,0.030851449608136263,0.009180948673003094,0.014600440507358871,0.8587252023510983
0.5097455249715815,0.0755055117001292,1,0.5,1,0,0,0,0,0,0,0.029525684644487155,0.101704598828052,0.07978858883969338,0.056572200662568725,0.7324089270251988
0.27183571428207576,0.3189434521485629,0,0.25,0,0,1,0,0,0,1,0.04558258651790824,0.04984332040973621,0.010627352078812187,0.07869537994423109,0.8152513610493122
0.33691872774596354,0.8283398188247034,0,0.5,0,0,1,0,0,1,0,0.27352545884954726,0.07561818490347079,0.024677116598669,0.001953604118912792,0.6242256355294002
0.21695426501692427,0.7239320278318533,1,1.0,0,0,0,0,0,1,0,0.11007408159613395,0.008291131138587364,0.08267665898780781,0.05131806126459583,0.7476400670128751
0.27647714315379956,0.7452931290869748,1,1.0,1,0,0,0,0,0,0,0.21865909856607027,0.08485309627921539,0.028266218874367515,0.008234743739836375,0.6599868425405105
0.34331559277945756,0.028308431333689654,1,0.0,0,0,1,0,0,1,0,0.08531085349956564,0.08687392843115069,0.03212404881915041,0.10571134380552809,0.689979825444605
0.8621589354598529,0.7640669749249719,1,1.0,0,0,0,0,0,0,0,0.1331624710655853,0.006692216835893104,0.05682103505743237,0.01618036621513192,0.7871439108259574
0.1566996700094886,0.7090184732722805,0,0.0,1,0,0,0,0,0,1,0.16343218928465653,0.03145611343329126,0.016770974912438154,0.0635992689141603,0.7247414534554538
0.14088724485241533,0.12343316842845009,1,0.5,0,0,0,0,1,1,0,0.1543962393461814,0.15777124089445413,0.16222292228801577,0.019235232631770172,0.5063743648395785
0.7570802806406883,0.015412278515988809,0,0.25,1,0,0,0,0,0,1,0.10794814491098786,0.002205188632986207,0.007138535682608357,0.023586869110007208,0.8591212616634103
0.7363249181536082,0.13632263477542494,0,0.0,0,0,0,0,0,0,0,0.0183734852563798,0.0019025081394818438,0.0053725598543954145,0.013292644382976023,0.961058802366767
0.3556630916357817,0.49884620514657063,1,0.25,0,0,1,0,0,1,0,0.06405950374364691,0.001404789290781672,0.05868289331612999,0.23246052650880847,0.6433922871406329
