age,income,gender_male,education,race_Non-Hispanic Asian,race_Non-Hispanic Black,race_Non-Hispanic White,race_Other Hispanic,race_Other Race,marital_status_Never married,marital_status_Widowed/Divorced/Separated,num_meals_not_home,num_meals_fast_food,num_ready_foods_30_days,num_frozen_foods_30_days,num_home_cook
0.009358613807764704,0.9636994654236254,1,1.0,1,0,0,0,0,1,0,0.19535237602825367,0.03778407936685769,0.006183755605662807,0.14976015032837706,0.6109196386708488
0.49905781085198797,0.7118462109386922,1,0.5,0,0,1,0,0,0,0,0.2004778958850417,0.09059072861875828,0.05318068723894274,0.052809356659988545,0.6029413315972688
0.11338368993483516,0.9193852705681133,0,0.75,1,0,0,0,0,0,0,0.1304821047936609,0.07785559849422007,0.07237745872543093,0.07219484142805142,0.6470899965586367
0.049974018177630475,0.6622176769325425,0,0.25,0,0,0,0,1,0,0,0.22388921503283415,0.1894485740044707,0.006061950893324422,0.0551788011476534,0.5254214589217172
0.6854075942430917,0.8577397439293604,0,0.25,0,0,0,1,0,0,1,0.11793887546562397,0.09941714624733325,0.013389654935303615,0.05151569734436506,0.7177386260073741
0.4869880682157304,0.24543757481183603,1,0.0,0,0,0,0,1,1,0,0.1404228039216836,0.043073014208224826,0.09698152682257219,0.06527718757831229,0.654245467469207
0.8976572264432696,0.8631989353672956,1,0.75,0,0,0,1,0,1,0,0.16451386352571856,0.04666240414374512,0.017269119884554273,0.03871978822502498,0.732834824220957
0.6474520707432663,0.035899260606448435,1,0.5,0,0,0,1,0,0,0,0.07645986798409073,0.09242360602597859,0.11158005183018731,0.018788126525841987,0.7007483476339015
0.8969631227909967,0.6100823240515915,0,0.0,1,0,0,0,0,1,0,0.08065529539774503,0.016041653244279024,0.022373031509039933,0.025971089512824244,0.8549589303361118
0.7211349291646855,0.8861581266202244,1,1.0,0,0,1,0,0,1,0,0.23022122748307244,0.108222459847749,0.009414995332349433,0.04223765276259931,0.6099036645742297
0.8313534207761898,0.12772180475011174,0,0.0,1,0,0,0,0,1,0,0.058036343163156215,0.05150724073194459,0.002103605186834513,0.015082424859158455,0.8732703860589063
0.8275680688218048,0.9064474604139054,0,1.0,0,0,0,0,1,0,0,0.11181503724002431,0.06072671533975113,0.005756765120556901,0.002797364222056359,0.8189041180776113
0.8335795840581405,0.08388345419734422,1,0.75,1,0,0,0,0,1,0,0.14020840434292123,0.04967940473341687,0.03107444980169194,0.027789400246258877,0.751248340875711
0.9570443356628054,0.8833359486354498,0,0.75,0,1,0,0,0,1,0,0.13549086152755332,0.05374991516373283,0.025005818820129228,0.02302104856840958,0.7627323559201751
0.3680444370049888,0.47471427273212896,1,1.0,0,0,1,0,0,0,1,0.13011279675069634,0.11831822425094998,0.08074114378426238,0.059776035314605236,0.6110517998994861
0.4948376298852877,0.6324922683592581,1,0.75,1,0,0,0,0,0,0,0.15711395433054348,0.07559798153474348,0.03382758724353249,0.019775312796807065,0.7136851640943734
0.3395094745874908,0.0881765826693931,0,0.0,0,0,0,1,0,1,0,0.021625794857519132,0.025325895544475546,0.07279822619066578,0.016049572634808083,0.8642005107725315
0.6194293262449903,0.9971891780039763,0,0.5,0,0,0,0,0,0,0,0.1263107461053756,0.06266554197375161,0.05568162981429826,0.027187899692184082,0.7281541824143904
0.9775296384212853,0.8295220803263089,1,0.5,0,0,0,1,0,0,1,0.13189974609787333,0.0730652077814616,0.024828575531072677,0.02251843912597904,0.7476880314636134
0.09643307763797171,0.43714593774868626,1,0.75,0,0,0,1,0,1,0,0.17497763280596548,0.20933752165246863,0.006121450447010772,0.019490587826074986,0.5900728072684801
0.7442062122546155,0.9223184579727031,1,0.25,0,1,0,0,0,0,0,0.10371848382631244,0.029037770296349838,0.09193169967261501,0.006606985413605479,0.7687050607911172
0.2924994740953817,0.5741551956214055,1,1.0,0,0,0,0,0,1,0,0.1350673785222576,0.11050979148245411,0.025990489392323565,0.0678235365970689,0.6606088040058958
0.29867535096495224,0.6291851091196046,0,0.5,0,0,1,0,0,0,0,0.1769392932189799,0.06826542056011196,0.011886417897652036,0.045563663765654454,0.6973452045576015
0.7524734726898578,0.032052262247157404,0,0.0,1,0,0,0,0,1,0,0.057716037859140173,0.04368702169028033,0.07790692365519115,0.000776525960326857,0.8199134908350615
0.018663727705075295,0.8810831409927093,0,0.0,0,0,0,1,0,0,1,0.11071458546988287,0.038500210148968796,0.0424436600060075,0.08612259456710165,0.722218949808039
0.5237374359849274,0.12873811856440887,1,1.0,0,0,1,0,0,0,0,0.10582800574931894,0.027191563951487276,0.133485638210286,0.11062429946165366,0.6228704926272541
0.8644358472003689,0.8810750384983996,0,0.5,0,0,0,0,1,0,0,0.14441548549487107,0.054891844249399205,0.0245078231884127,0.0006077821039436876,0.7755770649633734
0.38884284026397764,0.33580950725213154,1,0.25,0,0,0,0,1,0,0,0.1542240057078154,0.08323976224558063,0.13620559132739285,0.03572404832449785,0.5906065923947132
0.21219184946689085,0.5417932699664967,0,1.0,1,0,0,0,0,1,0,0.21190292226575366,0.010854856971485928,0.032388922444123044,0.04709389953736586,0.6977593987812716
